Race Name,Date,Location,Distance,Latitude,Longitude,OpenCage Note,Formatted,City/Town,Country,Country Code,Confidence Score,State,State Code,Continent
Do Stop Trail Race,"Feb 15, 2025 (Past Event)","Bremond, TX (USA)",6h 12h 24h,31.1661929,-96.6760147,ok,"Bremond, Texas, United States of America",Bremond,United States,us,7,Texas,TX,North America
Red Dirt Ultra,"Feb 15, 2025 (Past Event)","Provencal, LA (USA)",50k 100k,31.6512868,-93.2032015,ok,"Provencal, Natchitoches Parish, Louisiana, United States of America",,United States,us,7,Louisiana,LA,North America
Jackalope Jam,"Feb 15, 2025 (Past Event)","Cat Springs, TX (USA)",12h 24h 48h 72h 100h,29.6797636,-98.7153807,ok,"Cat Springs, Bexar County, TX, United States of America",,United States,us,9,Texas,TX,North America
Railway 50k,"Feb 8, 2025 (Past Event)","Fultondale, AL (USA)",50k,33.6054626,-86.8024491,ok,"Fultondale, Jefferson County, AL 35068, United States of America",,United States,us,6,Alabama,AL,North America
Eagle Ridge,"Feb 8, 2025 (Past Event)","Guntersville, AL (USA)",50k,34.3581474,-86.2947041,ok,"Guntersville, Alabama, United States of America",,United States,us,4,Alabama,AL,North America
Louisville's Lovin' the Hills,"Feb 8, 2025 (Past Event)","Louisville, KY (USA)",50k,38.2542376,-85.759407,ok,"Louisville, Kentucky, United States of America",Louisville,United States,us,2,Kentucky,KY,North America
White Rock Classic,"Feb 1, 2025 (Past Event)","Cass, AR (USA)",50k,35.6875812,-93.8193612,ok,"Cass, Franklin County, Arkansas, United States of America",,United States,us,7,Arkansas,AR,North America
Live Oak Ultra,"Feb 1, 2025 (Past Event)","Biloxi, MS (USA)",50k,30.4007626,-88.8893818,ok,"Biloxi, Mississippi, United States of America",Biloxi,United States,us,5,Mississippi,MS,North America
ER 50,"Feb 1, 2025 (Past Event)","East Ridge, TN (USA)",50k 50mi,35.002726,-85.2459818,ok,"East Ridge, Tennessee, United States of America",East Ridge,United States,us,7,Tennessee,TN,North America
963 Beulah Challenge,"Feb 1, 2025 (Past Event)","Wildwood, MO (USA)",6h 9h,38.5806948,-90.6314374,ok,"Wildwood, Missouri, United States of America",,United States,us,5,Missouri,MO,North America
Mountain Mist,"Jan 25, 2025 (Past Event)","Huntsville, AL (USA)",50k,34.729847,-86.5859011,ok,"Huntsville, Alabama, United States of America",Huntsville,United States,us,2,Alabama,AL,North America
Swamp Stomper,"Jan 18, 2025 (Past Event)","Millington, TN (USA)",50k,35.3414745,-89.8973084,ok,"Millington, Tennessee, United States of America",Millington,United States,us,7,Tennessee,TN,North America
The Wildcatter Ultra,"Jan 18, 2025 (Past Event)","Graham, TX (USA)",50k,33.1020053,-98.581341,ok,"Graham, TX 76450, United States of America",,United States,us,7,Texas,TX,North America
David's Trail Endurance Run,"Jan 18, 2025 (Past Event)","Mountain Home, AR (USA)",50k,36.3361391,-92.3801187,ok,"Mountain Home, AR 72653, United States of America",,United States,us,7,Arkansas,AR,North America
Ouachita Switchbacks,"Jan 18, 2025 (Past Event)","Big Cedar, OK (USA)",50k,34.6459365,-94.6488357,ok,"Big Cedar, LeFlore County, Oklahoma, United States of America",,United States,us,7,Oklahoma,OK,North America
"Go Short, Go Long, Go Very Long","Jan 18, 2025 (Past Event)","Tulsa, OK (USA)",50k,36.1563122,-95.9927516,ok,"Tulsa, Oklahoma, United States of America",Tulsa,United States,us,3,Oklahoma,OK,North America
RAGBAG RUN,"Jan 4, 2025 (Past Event)","Waco, TX (USA)",50k,31.5491899,-97.1474628,ok,"Waco, Texas, United States of America",Waco,United States,us,4,Texas,TX,North America
Wild Azalea Trail Challenge,"Jan 4, 2025 (Past Event)","Alexandria, LA (USA)",27mi 50mi,31.3119463,-92.4453558,ok,"Alexandria, Louisiana, United States of America",Alexandria,United States,us,5,Louisiana,LA,North America
Grit Ultra Endurance Challenge,"Dec 31, 2024 (Past Event)","Lake Jackson, TX (USA)",50k 50mi 100k 100mi,29.048099,-95.4585418,ok,"Lake Jackson, Texas, United States of America",Lake Jackson,United States,us,6,Texas,TX,North America
Trail of Fears,"Dec 21, 2024 (Past Event)","Jackson, TN (USA)",Backyard,35.6144446,-88.8177418,ok,"Jackson, Tennessee, United States of America",Jackson,United States,us,5,Tennessee,TN,North America
Dragon Trails 50K,"Dec 15, 2024 (Past Event)","San Antonio, TX (USA)",50k,29.4246002,-98.4951405,ok,"San Antonio, Texas, United States of America",San Antonio,United States,us,1,Texas,TX,North America
Perpetual Motion 6/12/24 Hour,"Dec 7, 2024 (Past Event)","Grapevine, TX (USA)",6h 12h 24h,32.9337381,-97.0788754,ok,"Grapevine, Texas, United States of America",,United States,us,6,Texas,TX,North America
Dinosaur Run,"Nov 23, 2024 (Past Event)","San Angelo, TX (USA)",6h 24h,31.4649685,-100.4405094,ok,"San Angelo, Texas, United States of America",San Angelo,United States,us,5,Texas,TX,North America
The Hill,"Nov 16, 2024 (Past Event)","Petersburg, TN (USA)",6h 12h,35.3198047,-86.6375616,ok,"Petersburg, Tennessee, United States of America",,United States,us,7,Tennessee,TN,North America
Squatch Till You Drop,"Nov 16, 2024 (Past Event)","Little Rock, AR (USA)",6h,34.7465071,-92.2896267,ok,"Little Rock, Arkansas, United States of America",Little Rock,United States,us,4,Arkansas,AR,North America
Cumberland Cow Endurance Run,"Nov 16, 2024 (Past Event)","McMinnville, TN (USA)",6h,35.683404,-85.7699816,ok,"McMinnville, Tennessee, United States of America",,United States,us,7,Tennessee,TN,North America
Black Gold 24Hr Endurance Challenge (Southern Harvest),"Nov 16, 2024 (Past Event)","Belfry, KY (USA)",12h 24h,37.6203804,-82.2690294,ok,"Belfry, Pike County, KY 41569, United States of America",,United States,us,7,Kentucky,KY,North America
Buts Bearly Ultra,"Nov 16, 2024 (Past Event)","Birmingham, AL (USA)",27mi,33.5206824,-86.8024326,ok,"Birmingham, Alabama, United States of America",Birmingham,United States,us,2,Alabama,AL,North America
Cantuckee Y'all 50K,"Nov 9, 2024 (Past Event)","Slade, KY (USA)",50k,37.7950836,-83.7040807,ok,"Slade, Powell County, KY 40376, United States of America",,United States,us,7,Kentucky,KY,North America
Moonbow Ultra,"Nov 9, 2024 (Past Event)","Corbin, KY (USA)",50k,36.9486986,-84.0968761,ok,"Corbin, Kentucky, United States of America",Corbin,United States,us,7,Kentucky,KY,North America
Back 40 Trail Races,"Nov 9, 2024 (Past Event)","Bella Vista, AR (USA)",40mi,36.4678036,-94.2669727,ok,"Bella Vista, AR 72715, United States of America",,United States,us,5,Arkansas,AR,North America
Hula Loop 6-Hour Sunday Series - Race 5,"Nov 3, 2024 (Past Event)","Watauga, TX (USA)",6h,32.8579056,-97.2547371,ok,"Watauga, Texas, United States of America",Watauga,United States,us,7,Texas,TX,North America
Big Tex Backyard Ultra,"Nov 2, 2024 (Past Event)","Houston, TX (USA)",Backyard,29.7589382,-95.3676974,ok,"Houston, Texas, United States of America",Houston,United States,us,1,Texas,TX,North America
Run the River Ultra,"Nov 2, 2024 (Past Event)","Petal, MS (USA)",6h,31.3465627,-89.2600605,ok,"Petal, MS 39465, United States of America",,United States,us,7,Mississippi,MS,North America
Austin Rattler Run,"Nov 2, 2024 (Past Event)","Smithville, TX (USA)",50k,30.0056275,-97.1559077,ok,"Smithville, Bastrop County, TX 78957, United States of America",,United States,us,7,Texas,TX,North America
Hula Loop 6-Hour Sunday Series - Race 4,"Oct 20, 2024 (Past Event)","Hurst, TX (USA)",6h,32.8234621,-97.1705678,ok,"Hurst, Texas, United States of America",Hurst,United States,us,7,Texas,TX,North America
Elevator Ultra Trail Race,"Oct 19, 2024 (Past Event)","Berea, KY (USA)",50k,37.568694,-84.2963224,ok,"Berea, Kentucky, United States of America",Berea,United States,us,7,Kentucky,KY,North America
Nashville Ultra,"Oct 19, 2024 (Past Event)","Nashville, TN (USA)",50k 50mi,36.1622767,-86.7742984,ok,"Nashville, Tennessee, United States of America",Nashville,United States,us,2,Tennessee,TN,North America
Bigfoot Forest Trail 50K,"Oct 19, 2024 (Past Event)","CAPE GIRARDEAU, MO (USA)",50k,37.304731,-89.5176418,ok,"Cape Girardeau, Missouri, United States of America",Cape Girardeau,United States,us,5,Missouri,MO,North America
Find Your Strength Endurance Race,"Oct 12, 2024 (Past Event)","Huntsville, MO (USA)",12h,39.4405891,-92.5451834,ok,"Huntsville, Randolph County, MO 65259, United States of America",,United States,us,7,Missouri,MO,North America
Mo' Bell,"Oct 12, 2024 (Past Event)","Burns, TN (USA)",50k 50mi 100k 100mi,36.0533943,-87.3125104,ok,"Burns, Tennessee, United States of America",,United States,us,7,Tennessee,TN,North America
Hula Loop 6-Hour Sunday Series - Race 3,"Oct 6, 2024 (Past Event)","North Richland Hills, TX (USA)",6h,32.8342952,-97.2289029,ok,"North Richland Hills, Texas, United States of America",North Richland Hills,United States,us,7,Texas,TX,North America
Will Rogers Ultra,"Oct 5, 2024 (Past Event)","Tulsa, OK (USA)",6h 12h 24h,36.1563122,-95.9927516,ok,"Tulsa, Oklahoma, United States of America",Tulsa,United States,us,3,Oklahoma,OK,North America
Go For the Gold Run Fest Huntsville,"Sep 28, 2024 (Past Event)","Huntsville, AL (USA)",50k,34.729847,-86.5859011,ok,"Huntsville, Alabama, United States of America",Huntsville,United States,us,2,Alabama,AL,North America
Tulsa Urban Adventure,"Sep 28, 2024 (Past Event)","Tulsa, OK (USA)",50mi 75mi 100mi,36.1563122,-95.9927516,ok,"Tulsa, Oklahoma, United States of America",Tulsa,United States,us,3,Oklahoma,OK,North America
Hula Loop 6-Hour Sunday Series - Race 2,"Sep 22, 2024 (Past Event)","Keller, TX (USA)",6h,32.9299655,-97.2271249,ok,"Keller, Texas, United States of America",Keller,United States,us,7,Texas,TX,North America
Falling Springs Endurance Run,"Sep 21, 2024 (Past Event)","Versailles, KY (USA)",50k,38.052576,-84.7299464,ok,"Versailles, Woodford County, Kentucky, United States of America",,United States,us,7,Kentucky,KY,North America
"Hit The Road, Jack","Sep 14, 2024 (Past Event)","Carthage, MO (USA)",50k,37.1765141,-94.3103412,ok,"Carthage, MO 64836, United States of America",,United States,us,6,Missouri,MO,North America
Peak to Creek,"Sep 14, 2024 (Past Event)","Bunch, OK (USA)",50k,35.6825898,-94.761058,ok,"Bunch, Adair County, Oklahoma, United States of America",,United States,us,7,Oklahoma,OK,North America
The Iron Turtle,"Sep 14, 2024 (Past Event)","Tuscaloosa, AL (USA)",Backyard,33.2095614,-87.5675258,ok,"Tuscaloosa, Alabama, United States of America",Tuscaloosa,United States,us,3,Alabama,AL,North America
Hula Loop 6-Hour Sunday Series - Race 1,"Sep 8, 2024 (Past Event)","Hurst, TX (USA)",6h,32.8234621,-97.1705678,ok,"Hurst, Texas, United States of America",Hurst,United States,us,7,Texas,TX,North America
Bluegrass Reaper Challenge,"Aug 3, 2024 (Past Event)","Berea, KY (USA)",50k,37.568694,-84.2963224,ok,"Berea, Kentucky, United States of America",Berea,United States,us,7,Kentucky,KY,North America
KING of Eagle Mountain Trail Challenge,"Jun 22, 2024 (Past Event)","Fort Worth, TX (USA)",6h,32.753177,-97.3327459,ok,"Fort Worth, Texas, United States of America",Fort Worth,United States,us,1,Texas,TX,North America
General Butler State Park 6 Hours of Power,"Jun 1, 2024 (Past Event)","Carrollton, KY (USA)",6h,38.6808958,-85.1793979,ok,"Carrollton, Kentucky, United States of America",Carrollton,United States,us,7,Kentucky,KY,North America
Yamacraw,"May 18, 2024 (Past Event)","Stearns, KY (USA)",40mi,36.6989673,-84.4774386,ok,"Stearns, McCreary County, KY 42647, United States of America",,United States,us,7,Kentucky,KY,North America
RunStock,"May 17, 2024 (Past Event)","Kaiser, MO (USA)",12h,38.1336451,-92.5899056,ok,"Kaiser, Miller County, MO 65056, United States of America",,United States,us,7,Missouri,MO,North America
Fight the Stigma Trail Run,"May 11, 2024 (Past Event)","Coker, AL (USA)",8h,33.2459512,-87.6877882,ok,"Coker, Tuscaloosa County, Alabama, United States of America",,United States,us,7,Alabama,AL,North America
Almira 50 mile & Marathon Trail Race,"Apr 27, 2024 (Past Event)","Wynne, AR (USA)",50mi,35.224533,-90.7867798,ok,"Wynne, Arkansas, United States of America",,United States,us,7,Arkansas,AR,North America
Big Frog Trail Runs,"Apr 21, 2024 (Past Event)","Copperhill, TN (USA)",50k,34.9891567,-84.3700976,ok,"Copperhill, Tennessee, United States of America",Copperhill,United States,us,7,Tennessee,TN,North America
The Phoenix Trail Fest,"Apr 20, 2024 (Past Event)","Tuscaloosa, AL (USA)",37.5mi 50mi 62mi,33.2095614,-87.5675258,ok,"Tuscaloosa, Alabama, United States of America",Tuscaloosa,United States,us,3,Alabama,AL,North America
Run Under the Stars - Oak Ridge,"Apr 13, 2024 (Past Event)","Oak Ridge, TN (USA)",6h 12h,36.0103562,-84.2696449,ok,"Oak Ridge, Tennessee, United States of America",Oak Ridge,United States,us,4,Tennessee,TN,North America
Here comes the Sun Run,"Apr 6, 2024 (Past Event)","Hanson, KY (USA)",12h,37.4172671,-87.4808336,ok,"Hanson, Kentucky, United States of America",Hanson,United States,us,7,Kentucky,KY,North America
Peak Pursuit,"Mar 23, 2024 (Past Event)","Franklin, TN (USA)",24h,35.925206,-86.8689419,ok,"Franklin, Tennessee, United States of America",Franklin,United States,us,5,Tennessee,TN,North America
The Barkley Marathons,"Mar 18, 2025 (Past Event)","Frozen Head State Park, TN (USA)",20mi 40mi 60mi 80mi 100mi,35.75035,-86.25027,ok,"Tennessee, United States of America",,United States of America,us,1,Tennessee,TN,North America
Gulf Coast Series: Day 1,"Mar 18, 2024 (Past Event)","beaumont, TX (USA)",50k,30.0829344,-94.0984277,ok,"Beaumont, Texas, United States of America",Beaumont,United States,us,4,Texas,TX,North America
The Mid South (Land Run),"Mar 15, 2024 (Past Event)","Stillwater, OK (USA)",50k,36.1156306,-97.0585717,ok,"Stillwater, Oklahoma, United States of America",Stillwater,United States,us,6,Oklahoma,OK,North America
Lost Falls,"Mar 2, 2024 (Past Event)","Fort Payne, AL (USA)",50k,34.4442547,-85.7196893,ok,"Fort Payne, AL 35967, United States of America",,United States,us,5,Alabama,AL,North America
The Border to Badlands Ultra,"Mar 2, 2024 (Past Event)","Seminoe Canyon SP, TX (USA)",50k 50mi,31.25044,-99.25061,ok,"Texas, United States of America",,United States of America,us,1,Texas,TX,North America
Hill Country Trailfest,"Feb 17, 2024 (Past Event)","Austin, TX (USA)",50k,30.2711286,-97.7436995,ok,"Austin, Texas, United States of America",Austin,United States,us,2,Texas,TX,North America
Bridgeport Trail Run,"Feb 17, 2024 (Past Event)","Bridgeport, TX (USA)",54k,33.2101155,-97.7547552,ok,"Bridgeport, Texas, United States of America",,United States,us,6,Texas,TX,North America
Grace Creek Grinder,"Feb 3, 2024 (Past Event)","Longview, TX (USA)",100k 100mi,32.5007031,-94.74049,ok,"Longview, Texas, United States of America",Longview,United States,us,5,Texas,TX,North America
Frozen Falls,"Feb 3, 2024 (Past Event)","Spencer, TN (USA)",50k 50mi,35.7472893,-85.4666413,ok,"Spencer, TN 38585, United States of America",,United States,us,7,Tennessee,TN,North America
The Urban Ultra - Dallas,"Jan 13, 2024 (Past Event)","Dallas, TX (USA)",50k,32.7762719,-96.7968559,ok,"Dallas, Texas, United States of America",Dallas,United States,us,2,Texas,TX,North America
Spartan Trail Dallas,"Oct 24, 2021 (Past Event)","Glen Rose, TX (USA)",50k,32.2340767,-97.7550003,ok,"Glen Rose, Somervell County, TX 76043, United States of America",,United States,us,7,Texas,TX,North America
Ultra Cheii 100 Mile and 50 Mile,"May 24, 2025","Tijeras, NM (USA)",50mi 100mi,35.0796355,-106.3879441,ok,"Tijeras, Bernalillo County, NM 87509, United States of America",,United States,us,7,New Mexico,NM,North America
Flagstaff Doggie Dash & Ultra Bash!,"May 25, 2025","Flagstaff, AZ (USA)",6h 12h,35.1987522,-111.651822,ok,"Flagstaff, Arizona, United States of America",Flagstaff,United States,us,5,Arizona,AZ,North America
Hotfoot Hamster,"May 31, 2025","Buckeye, AZ (USA)",6h 12h 24h,33.3703197,-112.583776,ok,"Buckeye, Arizona, United States of America",Buckeye,United States,us,1,Arizona,AZ,North America
Silver State,"Jun 7, 2025","Reno, NV (USA)",50k 50mi,39.5261206,-119.8126581,ok,"Reno, Nevada, United States of America",Reno,United States,us,3,Nevada,NV,North America
Sawmill Relay,"Jun 7, 2025","Mt. Charleston, NV (USA)",38.45mi,36.2717204,-115.695601,ok,"Charleston Peak, Clark County, Nevada, United States of America",,United States,us,9,Nevada,NV,North America
12 Hours of Asaayi,"Jun 7, 2025","Crystal, NM (USA)",6h 12h,36.024463,-108.9983723,ok,"Crystal, Fort Defiance Agency, NM 87238, United States of America",,United States,us,7,New Mexico,NM,North America
Under the Moon,"Jun 13, 2025","Hilo, HI (USA)",50k 100k,19.7084648,-155.0580714,ok,"Hilo, Waiakea Hawaiian Home Land, Hilo, Hawaii, United States of America",Hilo,United States,us,9,Hawaii,HI,Oceania
Death by 5k Albuquerque,"Jun 14, 2025","Albuquerque, NM (USA)",50k,35.0841034,-106.650985,ok,"Albuquerque, New Mexico, United States of America",Albuquerque,United States,us,3,New Mexico,NM,North America
Hypnosis Night Runs,"Jun 14, 2025","Goodyear, AZ (USA)",52k,33.4674695,-112.3842224,ok,"Goodyear, Arizona, United States of America",Goodyear,United States,us,2,Arizona,AZ,North America
Flagstaff Extreme Big Pine Trail Runs,"Jun 21, 2025","Flagstaff, AZ (USA)",53k,35.1987522,-111.651822,ok,"Flagstaff, Arizona, United States of America",Flagstaff,United States,us,5,Arizona,AZ,North America
Hawaii 1-20-12 Endurance Challenge,"Jun 22, 2025","Keaau, HI (USA)",12h,19.6225209,-155.039043,ok,"Keaau, Hawaiʻi County, Hawaii, United States of America",,United States,us,7,Hawaii,HI,Oceania
Running with the Devil,"Jun 28, 2025","Las Vegas, NV (USA)",50k,36.171697,-115.1463536,ok,"Las Vegas, Nevada, United States of America",Las Vegas,United States,us,3,Nevada,NV,North America
Stunner Night Runs,"Jul 12, 2025","Mesa, AZ (USA)",50k,33.4151005,-111.831455,ok,"Mesa, Arizona, United States of America",Mesa,United States,us,4,Arizona,AZ,North America
Tahoe Rim Trail,"Jul 19, 2025","Carson City, NV (USA)",50k,39.1663259,-119.7670374,ok,"Carson City, Nevada, United States of America",Carson City,United States,us,3,Nevada,NV,North America
Hawaii Kai Ultra Run – XTreme,"Jul 26, 2025","Honolulu, HI (USA)",50k 50mi 100k 100mi,21.304547,-157.855676,ok,"Honolulu, Hawaii, United States of America",Honolulu,United States,us,4,Hawaii,HI,Oceania
Philmont Trail Race,"Aug 2, 2025","Cimarron, NM (USA)",50mi,36.5110288,-104.915592,ok,"Cimarron, Colfax County, New Mexico, United States of America",,United States,us,7,New Mexico,NM,North America
Marlette 50K,"Aug 9, 2025","Spooner Lake, NV (USA)",50k,38.9778829,-119.9328811,ok,"Spooner Lane, Douglas County, NV 89449, United States of America",,United States,us,9,Nevada,NV,North America
Vertigo Night Runs,"Aug 9, 2025","Waddell, AZ (USA)",52k,33.5643025,-112.4447662,ok,"Waddell, Maricopa County, AZ 85355, United States of America",,United States,us,7,Arizona,AZ,North America
Cloudcroft Ultra 53k,"Aug 16, 2025","Cloudcroft, NM (USA)",53k,32.9576648,-105.742721,ok,"Cloudcroft, Otero County, New Mexico, United States of America",,United States,us,7,New Mexico,NM,North America
Jackrabbit Jubilee,"Aug 23, 2025","Buckeye, AZ (USA)",6h 12h,33.3703197,-112.583776,ok,"Buckeye, Arizona, United States of America",Buckeye,United States,us,1,Arizona,AZ,North America
Groovin in the Aspens,"Aug 24, 2025","Flagstaff, AZ (USA)",50k,35.1987522,-111.651822,ok,"Flagstaff, Arizona, United States of America",Flagstaff,United States,us,5,Arizona,AZ,North America
Burning Man Ultra,"Aug 26, 2025","Black Rock City, NV (USA)",50k,40.76923,-119.22006,ok,"Black Rock City, Nevada, United States of America",,United States of America,us,9,Nevada,NV,North America
Mogollon Monster 100,"Sep 6, 2025","Pine, AZ (USA)",100mi,34.4014435,-111.5070623,ok,"Strawberry, Gila County, Arizona, United States of America",,United States,us,7,Arizona,AZ,North America
Javelina Jangover Night Runs,"Sep 20, 2025","Scottsdale, AZ (USA)",50k 75k,33.4942189,-111.926018,ok,"Scottsdale, Arizona, United States of America",Scottsdale,United States,us,3,Arizona,AZ,North America
Ka'u Coffee Trail Runs,"Sep 20, 2025","Pahala, HI (USA)",50k,19.2024436,-155.477346,ok,"Pahala, Hawaiʻi County, Hawaii, United States of America",,United States,us,7,Hawaii,HI,Oceania
Flagstaff to Grand Canyon Stagecoach Line,"Sep 20, 2025","Flagstaff, AZ (USA)",55k 100mi,35.1987522,-111.651822,ok,"Flagstaff, Arizona, United States of America",Flagstaff,United States,us,5,Arizona,AZ,North America
Babbitt's Backyard Ultra,"Sep 27, 2025","Flagstaff, AZ (USA)",Backyard,35.1987522,-111.651822,ok,"Flagstaff, Arizona, United States of America",Flagstaff,United States,us,5,Arizona,AZ,North America
Flagstaff Sky Peaks Mountain Runs,"Sep 27, 2025","Flagstaff, AZ (USA)",50k 50mi,35.1987522,-111.651822,ok,"Flagstaff, Arizona, United States of America",Flagstaff,United States,us,5,Arizona,AZ,North America
Mt. Taylor 50k,"Sep 27, 2025","Grants, NM (USA)",50k,35.14726,-107.851446,ok,"Grants, NM 87020, United States of America",,United States,us,7,New Mexico,NM,North America
Saddles 100,"Oct 4, 2025","Prescott, AZ (USA)",50mi 100mi,34.539984,-112.468812,ok,"Prescott, Arizona, United States of America",Prescott,United States,us,5,Arizona,AZ,North America
The Biggest Little Ultra,"Oct 10, 2025","Sparks, NV (USA)",50mi 100mi 6h 12h 24h 48h,39.5404679,-119.7487235,ok,"Sparks, Nevada, United States of America",,United States,us,6,Nevada,NV,North America
Cave Creek Thriller,"Oct 11, 2025","Cave Creek, AZ (USA)",50k,33.8333333,-111.950833,ok,"Cave Creek, Maricopa County, AZ 85372, United States of America",,United States,us,6,Arizona,AZ,North America
Horseshoe Bend Ultras,"Oct 11, 2025","Page, AZ (USA)",50k 50mi,36.9148305,-111.457294,ok,"Page, Arizona, United States of America",Page,United States,us,5,Arizona,AZ,North America
Canyon De Chelly Ultra,"Oct 11, 2025","Navajo Reservation, AZ (USA)",55k,34.5003,-111.50098,ok,"Arizona, United States of America",,United States of America,us,1,Arizona,AZ,North America
Man Against Horse,"Oct 18, 2025","Prescott, AZ (USA)",50mi,34.539984,-112.468812,ok,"Prescott, Arizona, United States of America",Prescott,United States,us,5,Arizona,AZ,North America
Gila 100,"Oct 18, 2025","Silver City, NM (USA)",50mi 100mi,32.7711825,-108.2764164,ok,"Silver City, New Mexico, United States of America",,United States,us,7,New Mexico,NM,North America
Cactus to Cloud Sky Race,"Oct 18, 2025","Cloudcroft, NM (USA)",50k,32.9576648,-105.742721,ok,"Cloudcroft, Otero County, New Mexico, United States of America",,United States,us,7,New Mexico,NM,North America
Ultra X Nevada 220K Stage Race,"Oct 20, 2025","Las Vegas, NV (USA)",220k,36.171697,-115.1463536,ok,"Las Vegas, Nevada, United States of America",Las Vegas,United States,us,3,Nevada,NV,North America
Trail of Terror,"Oct 25, 2025","Las Vegas, NV (USA)",50k 6h,36.171697,-115.1463536,ok,"Las Vegas, Nevada, United States of America",Las Vegas,United States,us,3,Nevada,NV,North America
Javelina Jundred,"Oct 25, 2025","Fountain Hills, AZ (USA)",100k 100m,33.6117105,-111.717361,ok,"Fountain Hills, AZ 85268, United States of America",,United States,us,7,Arizona,AZ,North America
Day of the Dead Series,"Oct 25, 2025","Las Cruces, NM (USA)",50k,32.3140354,-106.779807,ok,"Las Cruces, New Mexico, United States of America",Las Cruces,United States,us,4,New Mexico,NM,North America
Deadman Peaks Trail Run,"Nov 1, 2025","Cuba, NM (USA)",55k 53mi 100mi,36.0219333,-106.958428,ok,"Cuba, Sandoval County, New Mexico, United States of America",,United States,us,7,New Mexico,NM,North America
Day of the Dead (Legs),"Nov 1, 2025","Albuquerque, NM (USA)",10h,35.0841034,-106.650985,ok,"Albuquerque, New Mexico, United States of America",Albuquerque,United States,us,3,New Mexico,NM,North America
Pass Mountain,"Nov 8, 2025","Mesa, AZ (USA)",50k 50mi,33.4151005,-111.831455,ok,"Mesa, Arizona, United States of America",Mesa,United States,us,4,Arizona,AZ,North America
Ocotillo Trail Endurance Challenge,"Nov 8, 2025","Carlsbad, NM (USA)",8h,32.4257456,-104.237612,ok,"Carlsbad, New Mexico, United States of America",Carlsbad,United States,us,5,New Mexico,NM,North America
Ferris Fifty,"Nov 8, 2025","Minden, NV (USA)",50k 50mi,38.95407,-119.76573,ok,"Minden, Nevada, United States of America",,United States of America,us,7,Nevada,NV,North America
Snake Eater 100K,"Nov 8, 2025","Grand Canyon Village, AZ (USA)",50k 100k,36.0545151,-112.14063,ok,"Grand Canyon Village, Coconino County, Arizona, United States of America",,United States,us,7,Arizona,AZ,North America
PhoMo 50k,"Nov 8, 2025","Phoenix, AZ (USA)",50k,33.4484367,-112.074141,ok,"Phoenix, Arizona, United States of America",Phoenix,United States,us,1,Arizona,AZ,North America
Route 66 UltraRun: Solo and Team Relay Divisions,"Nov 8, 2025","Seligman, AZ (USA)",140mi,35.32556,-112.87741,ok,"Seligman, Arizona, United States of America",,United States of America,us,7,Arizona,AZ,North America
Truth or Consequences Ultra,"Nov 8, 2025","Truth or Consequences, NM (USA)",50k,33.1283485,-107.2529059,ok,"Truth or Consequences, New Mexico, United States of America",Truth or Consequences,United States,us,6,New Mexico,NM,North America
Red Rock Canyon,"Nov 8, 2025","Blue Diamond, NV (USA)",50k 100k,36.0463715,-115.405633,ok,"Blue Diamond, Clark County, NV 89004, United States of America",,United States,us,7,Nevada,NV,North America
Fat Ox,"Nov 21, 2025","Buckeye, AZ (USA)",50k 50mi 100k 100mi 6h 12h 24h 48h,33.3703197,-112.583776,ok,"Buckeye, Arizona, United States of America",Buckeye,United States,us,1,Arizona,AZ,North America
Socorro Souls of Sorrow,"Nov 22, 2025","Magdalena, NM (USA)",36mi,34.1169903,-107.243372,ok,"Magdalena, Socorro County, NM 87825, United States of America",,United States,us,7,New Mexico,NM,North America
Fire Fest Ultra,"Nov 22, 2025","Logandale, NV (USA)",50k 50mi 100k 100mi,36.5966367,-114.484155,ok,"Moapa Valley, NV 89021, United States of America",,United States,us,7,Nevada,NV,North America
Bosque Bigfoot Trail Runs,"Nov 29, 2025","Albuquerque, NM (USA)",50k,35.0841034,-106.650985,ok,"Albuquerque, New Mexico, United States of America",Albuquerque,United States,us,3,New Mexico,NM,North America
McDowell Mountain Frenzy,"Dec 6, 2025","Fountain Hills, AZ (USA)",50k 50mi,33.6117105,-111.717361,ok,"Fountain Hills, AZ 85268, United States of America",,United States,us,7,Arizona,AZ,North America
Colossal-Vail 50/50,"Dec 6, 2025","Vail, AZ (USA)",55k 50mi,32.0477416,-110.711909,ok,"Vail, Pima County, AZ 85731, United States of America",,United States,us,7,Arizona,AZ,North America
Tucson 50K,"Dec 14, 2025","Oro Valley, AZ (USA)",50k,32.4000525,-110.955317,ok,"Oro Valley, Arizona, United States of America",,United States,us,6,Arizona,AZ,North America
Desert Solstice,"Dec 20, 2025","Phoenix, AZ (USA)",100mi 24h,33.4484367,-112.074141,ok,"Phoenix, Arizona, United States of America",Phoenix,United States,us,1,Arizona,AZ,North America
Hawaii Kai Ultra Run - Kalama Valley,"Dec 20, 2025","Honolulu, HI (USA)",50k 50mi 100k 100mi,21.304547,-157.855676,ok,"Honolulu, Hawaii, United States of America",Honolulu,United States,us,4,Hawaii,HI,Oceania
Across the Years,"Dec 28, 2025","Peoria, AZ (USA)",100k 100mi 200mi Backyard 6h 12h 24h 48h 72h 144h,33.5806115,-112.237294,ok,"Peoria, Arizona, United States of America",Peoria,United States,us,3,Arizona,AZ,North America
