Race Name,Date,Location,Distance,Latitude,Longitude,Formatted,Website
Mill Stone 50K,"Feb 8, 2025 (Past Event)","Fort Mill, SC (USA)",50k,35.0073697,-80.9450759,"Fort Mill, South Carolina, United States of America"
Rut Rogue 40s,"Feb 2, 2025 (Past Event)","Edgefield, SC (USA)",50k 40mi,33.7635851,-81.9759066,"Edgefield County, South Carolina, United States of America"
Death at DuPuis (A Backyard Event),"Feb 1, 2025 (Past Event)","Canal Point, FL (USA)",Backyard,26.8623265,-80.6226902,"Canal Point, Palm Beach County, FL 33438, United States of America"
This Ain't Yo Momma's 50k,"Jan 26, 2025 (Past Event)","Middleburg, FL (USA)",50k,30.0688512,-81.8603778,"Middleburg, Clay County, Florida, United States of America"
HAROC (aka Hanging Rock Challenge),"Jan 25, 2025 (Past Event)","Danbury, NC (USA)",50k,36.4093047,-80.2058831,"Danbury, North Carolina, United States of America"
Southern Freeze 50/50,"Jan 25, 2025 (Past Event)","Columbus, GA (USA)",50k 50mi,32.4610708,-84.9880449,"Columbus, Georgia, United States of America"
Wolfson Children's Challenge,"Jan 25, 2025 (Past Event)","Jacksonville, FL (USA)",55k,30.3321838,-81.655651,"Jacksonville, Florida, United States of America"
Chehaw Challenge,"Jan 25, 2025 (Past Event)","Albany, GA (USA)",50k 50mi,31.5782062,-84.1556809,"Albany, Georgia, United States of America"
H9 Fierce Dragon (200M),"Jan 18, 2025 (Past Event)","Blairsville, GA (USA)",40mi 100k 100mi 200mi,34.8759067,-83.958371,"Blairsville, Union County, Georgia, United States of America"
Florida Flatwoods Trail Run,"Jan 11, 2025 (Past Event)","Olustee, FL (USA)",55k,30.2041226,-82.42873,"Olustee, Baker County, FL 32027, United States of America"
Intimidator 6-12-24 Hour,"Jan 11, 2025 (Past Event)","Huntersville, NC (USA)",6h 12h 24h,35.4108278,-80.8429304,"Huntersville, NC 28087, United States of America"
Bear Creek Trailathon,"Jan 11, 2025 (Past Event)","Robbins, NC (USA)",12h,35.434034,-79.5869735,"Robbins, North Carolina, United States of America"
Bell Lap/Broke Back 30 Hour Endurance Run,"Jan 11, 2025 (Past Event)","Greenville, SC (USA)",30h,34.851354,-82.3984882,"Greenville, South Carolina, United States of America"
South Mountains Marathons,"Jan 11, 2025 (Past Event)","Connelly Springs, NC (USA)",50k,35.7399645,-81.5029788,"Connelly Springs, NC 28612, United States of America"
Frozen: H3,"Jan 11, 2025 (Past Event)","Bethera, SC (USA)",50k 50mi 100k 100mi,33.2015574,-79.7881319,"Bethera, Berkeley County, SC 29430, United States of America"
Vista View 360,"Jan 5, 2025 (Past Event)","Davie, FL (USA)",6h,26.0628665,-80.2331038,"Davie, Broward County, Florida, United States of America"
Atlanta Fat Ass 50K,"Jan 5, 2025 (Past Event)","Lithia Springs, GA (USA)",50k,33.7939953,-84.6604899,"Lithia Springs, GA 30057, United States of America"
Croom Zoom,"Jan 4, 2025 (Past Event)","Brooksville, FL (USA)",50k,28.5552719,-82.3878709,"Brooksville, Hernando County, Florida, United States of America"
Harbison State Forest Trail Run,"Jan 4, 2025 (Past Event)","Columbia, SC (USA)",50k,34.000754,-81.0352313,"Columbia, South Carolina, United States of America"
GR-8H Trail Race,"Jan 4, 2025 (Past Event)","Flagler Beach, FL (USA)",8h,29.4749927,-81.1269982,"Flagler Beach, Flagler County, Florida, United States of America"
Guale Preserve Endurance Run,"Jan 1, 2025 (Past Event)","Saint Simons Island, GA (USA)",6h,31.2182863,-81.3612077,"Glynn County, GA 31561, United States of America"
NoFLo Holiday Run,"Dec 28, 2025","White Springs, FL (USA)",50k,30.329837,-82.7589877,"White Springs, Hamilton County, Florida, United States of America"
Mass Extinction Elimination,"Dec 28, 2024 (Past Event)","Fort Mill, SC (USA)",Backyard,35.0073697,-80.9450759,"Fort Mill, South Carolina, United States of America"
Charleston 100,"Dec 27, 2024 (Past Event)","Charleston, SC (USA)",100mi,32.7884363,-79.9399309,"Charleston, South Carolina, United States of America"
Ancient Oaks,"Dec 21, 2024 (Past Event)","Titusville, FL (USA)",100mi,28.6126236,-80.8079545,"Titusville, Florida, United States of America"
Move: A Fat Ass Style Endurance Event,"Dec 21, 2024 (Past Event)","Huntersville, NC (USA)",50k,35.4108278,-80.8429304,"Huntersville, NC 28087, United States of America"
Oakwood 24,"Dec 21, 2024 (Past Event)","Raleigh, NC (USA)",50k 50mi 12h 24h,35.7803977,-78.6390989,"Raleigh, North Carolina, United States of America"
Tallahassee Ultradistance Classic,"Dec 14, 2024 (Past Event)","Wakulla Springs, FL (USA)",50k 50mi,30.1100984,-81.5014224,"Wakulla Springs Road, Jacksonville, FL 33359, United States of America"
Trail Running Festival,"Dec 14, 2024 (Past Event)","New Smyrna Beach, FL (USA)",30mi,29.0258132,-80.9271271,"New Smyrna Beach, Volusia County, Florida, United States of America"
Mo Big Butt 50k,"Dec 14, 2024 (Past Event)","Lancaster, SC (USA)",50k,34.6628067,-80.700546,"Lancaster County, South Carolina, United States of America"
The Nutcracker 12 Hour Endurance Run,"Dec 14, 2024 (Past Event)","Dunn, NC (USA)",6h 12h,35.3076902,-78.6093257,"Dunn, North Carolina, United States of America"
Killer Creek,"Dec 7, 2024 (Past Event)","Waxhw, NC (USA)",50k,35.50069,-80.00032,"North Carolina, United States of America"
Last Chance 50K Trail Run,"Dec 7, 2024 (Past Event)","McClellanville, SC (USA)",50k,33.0882246,-79.4611743,"McClellanville, South Carolina, United States of America"
The High Valley Mile @ Kennedy Creek,"Dec 6, 2024 (Past Event)","Suches, GA (USA)",6h 12h 24h 48h,34.6889792,-84.0221356,"Suches, Union County, Georgia, United States of America"
Fountain City 5,"Dec 1, 2024 (Past Event)","Columbus, GA (USA)",50k,32.4610708,-84.9880449,"Columbus, Georgia, United States of America"
Guana River,"Dec 1, 2024 (Past Event)","Ponte Vedra Beach, FL (USA)",50k,30.2396865,-81.3856384,"Ponte Vedra Beach, Ponte Vedra Beach, FL 32250, United States of America"
Savannah Ultra Urban 50k Run,"Nov 30, 2024 (Past Event)","Savannah, GA (USA)",50k,32.0790074,-81.0921335,"Savannah, Georgia, United States of America"
Freed to Run Challenge,"Nov 23, 2024 (Past Event)","Jacksonville, FL (USA)",12h 24h,30.3321838,-81.655651,"Jacksonville, Florida, United States of America"
Saint Lucie Skeeter Skoot,"Nov 23, 2024 (Past Event)","Fort Pierce, FL (USA)",50k 100k,27.4467056,-80.3256056,"Fort Pierce, Saint Lucie County, Florida, United States of America"
Lake Haigler 12-Hour,"Nov 23, 2024 (Past Event)","Fort Mill, SC (USA)",12h,35.0073697,-80.9450759,"Fort Mill, South Carolina, United States of America"
She Wolf Trail & Ultra Run,"Nov 9, 2024 (Past Event)","Winder, GA (USA)",50k,33.9919085,-83.7184368,"Winder, Georgia, United States of America"
The Stinger All Comers Track Race,"Nov 9, 2024 (Past Event)","Hampton, GA (USA)",6h 12h 24h,33.3870578,-84.2829784,"Hampton, Henry County, Georgia, United States of America"
Pumpkin Butt,"Oct 27, 2024 (Past Event)","Kennesaw, GA (USA)",50k,34.0234337,-84.6154897,"Kennesaw, Georgia, United States of America"
Coastal Georgia Greenway 100 & 155,"Oct 11, 2024 (Past Event)","st. Marys, GA (USA)",100mi 155mi,30.7305142,-81.5464928,"St. Marys, Georgia, United States of America"
FATS,"Oct 6, 2024 (Past Event)","North Augusta, SC (USA)",50k,33.4943487,-81.9705909,"North Augusta, South Carolina, United States of America"
Black Mountain Ultra Traverse,"Oct 5, 2024 (Past Event)","Burnsville, NC (USA)",48mi,35.9172243,-82.2996695,"Burnsville, Yancey County, North Carolina, United States of America"
Allison Woods Halloween Hobble,"Oct 5, 2024 (Past Event)","Turnersburg, NC (USA)",100mi 6h 12h 24h,35.9084693,-80.8072921,"Turnersburg, Iredell County, North Carolina, United States of America"
Buzzard Rock Ultra,"Sep 21, 2024 (Past Event)","Robbins, NC (USA)",50k,35.434034,-79.5869735,"Robbins, North Carolina, United States of America"
Game Changers Repeater 5K Challenge,"Sep 21, 2024 (Past Event)","Saint Simons Island, GA (USA)",36mi,31.2182863,-81.3612077,"Glynn County, GA 31561, United States of America"
The Gemini 100,"Sep 21, 2024 (Past Event)","Atlanta, GA (USA)",36h,33.7544657,-84.3898151,"Atlanta, Georgia, United States of America"
Doggettville 12 Relay and Ultra Race,"Sep 21, 2024 (Past Event)","Summerfield, NC (USA)",12h,36.2087468,-79.9047583,"Summerfield, NC 27358, United States of America"
Reign The Roost - Elevation Run,"Sep 14, 2024 (Past Event)","Dalton, GA (USA)",6h,34.7691867,-84.9702475,"Dalton, Georgia, United States of America"
Section 4 September Sufferfest,"Sep 14, 2024 (Past Event)","Middleburg, FL (USA)",50k,30.0688512,-81.8603778,"Middleburg, Clay County, Florida, United States of America"
The Final Countdown,"Sep 14, 2024 (Past Event)","Winnabow, NC (USA)",Backyard,34.1493374,-78.0936046,"Winnabow, Brunswick County, North Carolina, United States of America"
8 Hours of Hell,"Aug 24, 2024 (Past Event)","Englewood, FL (USA)",8h,30.2806512,-81.6171346,"Englewood, Jacksonville, Florida, United States of America"
The Inferno Ultra,"Aug 3, 2024 (Past Event)","Conway, SC (USA)",6h 12h,33.8360035,-79.0478143,"Conway, South Carolina, United States of America"
Flight of The Falcon 24 Hour,"Aug 3, 2024 (Past Event)","Hendersonville, NC (USA)",24h,35.3187279,-82.4609528,"Hendersonville, NC 28738, United States of America"
Firebreak Running Festival,"Jun 1, 2024 (Past Event)","Columbia, SC (USA)",50mi,34.000754,-81.0352313,"Columbia, South Carolina, United States of America"
Arbuckle AnkleBiter,"May 18, 2024 (Past Event)","Frostproof, FL (USA)",50k 100k,27.7458626,-81.5306313,"Frostproof, Polk County, FL 33843, United States of America"
Citadel Marines Ultra Marathon Bulldog Challenge,"Apr 20, 2024 (Past Event)","Charleston, SC (USA)",6h 12h,32.7884363,-79.9399309,"Charleston, South Carolina, United States of America"
Run The Roost,"Apr 20, 2024 (Past Event)","Dalton, GA (USA)",50k 50mi,34.7691867,-84.9702475,"Dalton, Georgia, United States of America"
Apex Trail Run,"Apr 20, 2025 (Past Event)","Myrtle Beach, SC (USA)",6h,33.6956461,-78.8900409,"Myrtle Beach, South Carolina, United States of America"
The Hydra,"Apr 20, 2024 (Past Event)","Winnabow, NC (USA)",50k,34.1493374,-78.0936046,"Winnabow, Brunswick County, North Carolina, United States of America"
Hydrating Humanity: Run for Clean Water Ultra,"Apr 20, 2024 (Past Event)","Boomer, NC (USA)",50mi 100mi,36.0673532,-81.2536987,"Boomer, Wilkes County, NC 28606, United States of America"
The Widow Maker,"Feb 9, 2025 (Past Event)","Thomaston, GA (USA)",8h,32.8881879,-84.3265855,"Thomaston, Georgia, United States of America"
SweetH2O,"Mar 10, 2024 (Past Event)","Lithia Springs, GA (USA)",50k,33.7939953,-84.6604899,"Lithia Springs, GA 30057, United States of America"
Running Dead Ultra,"Feb 17, 2024 (Past Event)","Haralson, GA (USA)",12h,33.7812701,-85.2001291,"Haralson County, Georgia, United States of America"
Runner's Depot Endurance Challenge,"Mar 15-16, 2025 (Past Event)","Davie, FL (USA)",24h,26.0628665,-80.2331038,"Davie, Broward County, Florida, United States of America"
NC Fat Ass 50k,"Jan 27, 2024 (Past Event)","Ellerbee, NC (USA)",50k,36.0541898,-78.8487808,"Ellerbe Creek, Durham, North Carolina, United States of America"
46 Miles of HOPE,"Jan 20, 2024 (Past Event)","Winston Salem, NC (USA)",46mi,36.0998131,-80.2440518,"Winston-Salem, North Carolina, United States of America"
Landsford Canal 50K,"Aug 12, 2023 (Past Event)","Catawba, SC (USA)",50k,34.8529233,-80.9111862,"Catawba, York County, SC 29704, United States of America"
Homestead 10 x 5k,"May 20, 2023 (Past Event)","Ridgeland, SC (USA)",50k,32.4807435,-80.980386,"Ridgeland, South Carolina, United States of America"
Spartan Trail Fayetteville (Carolinas),"Nov 21, 2021 (Past Event)","Spring Lake, NC (USA)",50k,35.1679396,-78.9728056,"Spring Lake, North Carolina, United States of America"
Asheville Spartan Trail,"Aug 1, 2021 (Past Event)","Mill Spring, NC (USA)",50k,35.2976655,-82.1610172,"Mill Spring, Polk County, NC 28756, United States of America"
Austin's Backyard Marathon,"May 24, 2025","Lago Vista, TX (USA)",Backyard,30.4601975,-97.9883477,"Lago Vista, Texas, United States of America"
River's Edge Trail Race,"May 24, 2025","Georgetown, TX (USA)",50k,30.6370152,-97.6775634,"Georgetown, TX 78626, United States of America"
Johnston Woods Trail Festival,"May 24, 2025","Cleveland, TN (USA)",6h 12h 24h,35.1595182,-84.8766115,"Cleveland, Tennessee, United States of America"
High Hope Endurance Run,"May 24, 2025","Glen Rose, TX (USA)",50k 100k 200k,32.2340767,-97.7550003,"Glen Rose, Somervell County, TX 76043, United States of America"
Feel The Burn Trail Runs,"May 24, 2025","North Little Rock, AR (USA)",50k,34.769536,-92.2670941,"North Little Rock, Arkansas, United States of America"
Achilles Hill,"May 30, 2025","Sunset, TX (USA)",Backyard,33.4543185,-97.7656782,"Sunset, Montague County, Texas, United States of America"
Kettlefoot,"May 31, 2025","Mountain City, TN (USA)",50k,36.4745636,-81.804838,"Mountain City, TN 37638, United States of America"
Frio Trail Runs,"May 31, 2025","Leakey, TX (USA)",53k,29.726525,-99.7624496,"Leakey, Real County, TX 78873, United States of America"
Rez Loop Challenge,"May 31, 2025","Flowood, MS (USA)",12h,32.3092861,-90.1386811,"Flowood, Mississippi, United States of America"
D-Day 44 Challenge,"Jun 6, 2025",FRA,44mi,43.9202078,4.8544585,"Filiole de Saint-Pierre de Fra, 84000 Avignon, France"
War Eagle Trail Running Festival,"Jun 7, 2025","Rogers, AR (USA)",50k,36.3330154,-94.1166283,"Rogers, Arkansas, United States of America"
Texoma Challenge,"Jun 7, 2025","Denison, TX (USA)",50k,33.7556593,-96.536658,"Denison, Texas, United States of America"
Great Springs Trail Race,"Jun 7, 2025","Canyon Lake, TX (USA)",50k,29.8867349,-98.2363318,"Canyon Lake, Comal County, TX 78133, United States of America"
Run Under The Stars,"Jun 7, 2025","Paducah, KY (USA)",10h,37.0833893,-88.6000478,"Paducah, Kentucky, United States of America"
Y'allhalla Ultras (War Hammer 50-50),"Jun 7, 2025","London, KY (USA)",50k 50mi,37.1283343,-84.0835576,"London, Kentucky, United States of America"
Captn Karls - Pedernales Falls,"Jun 7, 2025","Johnson City, TX (USA)",60k,30.2773819,-98.4090218,"Johnson City, Texas, United States of America"
Three Sisters Ultra Festival,"Jun 7, 2025","Maryville, TN (USA)",6h 12h 24h,35.7564719,-83.9704593,"Maryville, TN 37802, United States of America"
The Last Annual Heart of the South Road Race,"Jun 12, 2025","Bryant, AL (USA)",351mi,34.9436904,-85.63219,"Bryant, Jackson County, AL 35958, United States of America"
Fire Trail Running Festival,"Jun 14, 2025","Spring Branch, TX (USA)",50k,29.8899389,-98.4252957,"Spring Branch, Comal County, Texas, United States of America"
Cotter Bridge Ultra (Arkansas Backyard Ultra Championship),"Jun 14, 2025","Cotter, AR (USA)",6h 12h 24h,36.2711798,-92.5354402,"Cotter, Baxter County, Arkansas, United States of America"
Mid-State Mile,"Jun 14, 2025","Franklin, TN (USA)",Backyard,35.925206,-86.8689419,"Franklin, Tennessee, United States of America"
Summer Solstice Trail Run,"Jun 21, 2025","Abilene, TX (USA)",6h,32.44645,-99.7475905,"Abilene, Texas, United States of America"
Dark 2 Dawn Night Trail Run,"Jun 21, 2025","St. Louis, MO (USA)",6h 9h,38.6280278,-90.1910154,"St. Louis, Missouri, United States of America"
Capt'n Karl's - Muleshoe Bend,"Jun 28, 2025","Marble Falls, TX (USA)",60k,30.5777511,-98.2756505,"Marble Falls, Texas, United States of America"
Night Howler 50,"Jun 28, 2025","Hoover, AL (USA)",50mi,33.350293,-86.851123,"Hoover, Alabama, United States of America"
Eastern Legend,"Jun 28, 2025","Grapeland, TX (USA)",50k,31.491845,-95.4785606,"Grapeland, Texas, United States of America"
Etown Trail Classic,"Jun 28, 2025","Elizabethtown, KY (USA)",8h,37.693952,-85.8591285,"Elizabethtown, KY 42701, United States of America"
"Midnight Madness 50M, 50K","Jul 5, 2025","Tulsa, OK (USA)",50k 50mi,36.1563122,-95.9927516,"Tulsa, Oklahoma, United States of America"
Vol State,"Jul 10, 2025","Dorena Landing, MO (USA)",500k,36.5842274,-89.217291,"Dorena Landing, Mississippi County, MO 42050, United States of America"
"Mad Mallard 6, 12, & 24 HR Night Time Trail Race","Jul 11, 2025","Chapel Hill, TN (USA)",6h 12h 24h,35.6264581,-86.6933305,"Chapel Hill, TN 37034, United States of America"
Austin Solstice Circuit,"Jul 12, 2025","Spicewood, TX (USA)",52.7mi 50k,30.4759222,-98.1566355,"Spicewood, Burnet County, Texas, United States of America"
Diablito Ultra,"Jul 12, 2025","Springfield, LA (USA)",50k 50mi,30.4290818,-90.5487012,"Springfield, Louisiana, United States of America"
Noche Trail Runs,"Jul 12, 2025","Junction, TX (USA)",27mi 40mi,30.4893555,-99.7720109,"Junction, TX 76849, United States of America"
Dark and Dirty Miles,"Jul 12, 2025","Wilburton, OK (USA)",50k,34.9187023,-95.3097807,"Wilburton, Oklahoma, United States of America"
Ultra Sweaty Santa,"Jul 12, 2025","Devils Elbow, MO (USA)",6h,37.8458737,-92.0637747,"Devils Elbow, Pulaski County, MO 65457, United States of America"
Hardin-Meade Endurance Run,"Jul 13, 2025","Elizabethtown, KY (USA)",50k,37.693952,-85.8591285,"Elizabethtown, KY 42701, United States of America"
Big Butts,"Jul 19, 2025","Jackson, MS (USA)",50k 100k,32.2998686,-90.1830408,"Jackson, Mississippi, United States of America"
Full Moon 25k/50k Run,"Jul 19, 2025","Perryville, AR (USA)",50k,35.0048102,-92.8026673,"Perryville, Perry County, Arkansas, United States of America"
The Cherokee,"Jul 19, 2025","Tellico Plains, TN (USA)",70k 130k,35.3626008,-84.2940223,"Tellico Plains, Tennessee, United States of America"
Hell Mary,"Jul 19, 2025","Pegram, TN (USA)",6h 12h 24h,36.100615,-87.0511151,"Pegram, TN 37143, United States of America"
Get Your Butt Kicked @ Route 66,"Jul 19, 2025","Eureka, MO (USA)",6h,38.5025537,-90.6279044,"Eureka, Missouri, United States of America"
Capt'n Karl's Colorado Bend,"Jul 19, 2025","Lampasas, TX (USA)",60k,31.1761363,-98.240563,"Lampasas County, Texas, United States of America"
La Nuit,"Jul 25, 2025","Dallas, TX (USA)",6h 9h,32.7762719,-96.7968559,"Dallas, Texas, United States of America"
Sweat Hot Oklahoma Summer Trials,"Jul 26, 2025","Nowata, OK (USA)",6h 12h,36.7798848,-95.6226184,"Nowata County, Oklahoma, United States of America"
Texas Endurance Runs,"Jul 26, 2025","Ft. Worth, TX (USA)",24h 48h,32.753177,-97.3327459,"Fort Worth, Texas, United States of America"
Run Under the Stars/Run for Dreams,"Jul 26, 2025","Shelbyville, KY (USA)",6h 12h,38.2120144,-85.2235666,"Shelbyville, Kentucky, United States of America"
NIGHT CLAW,"Aug 2, 2025","Glen Rose, TX (USA)",6h 8h,32.2340767,-97.7550003,"Glen Rose, Somervell County, TX 76043, United States of America"
A Louisiana Summer Night Ultra,"Aug 2, 2025","Lafayette, LA (USA)",10h,30.2262187,-92.0178202,"Lafayette, Louisiana, United States of America"
Blazin' Summer Sufferfest,"Aug 2, 2025","Cedar Hill, TX (USA)",54k,32.5888072,-96.9553675,"Cedar Hill, Texas, United States of America"
Kansas City Backyard Ultra,"Aug 8, 2025","Kansas City, MO (USA)",Backyard,39.100105,-94.5781416,"Kansas City, Missouri, United States of America"
In the Heat of the Night,"Aug 9, 2025","Anniston, AL (USA)",50k 100k,33.6624824,-85.8283224,"Anniston, Alabama, United States of America"
Capt'n Karl's Reveille Ranch,"Aug 9, 2025","Burnet, TX (USA)",60k,30.7763939,-98.1700016,"Burnet County, Texas, United States of America"
BAD DAWG Ultra Endurance Run,"Aug 16, 2025","Waynesville, MO (USA)",50k 50mi 100k 100mi,37.8141419,-92.2266876,"Waynesville, Missouri, United States of America"
Fort Frenzy Ultra Festival,"Aug 16, 2025","Vonore, TN (USA)",6h 12h 24h,35.590078,-84.2418612,"Vonore, Tennessee, United States of America"
Fiesta Night Run,"Aug 23, 2025","San Antonio, TX (USA)",50k,29.4246002,-98.4951405,"San Antonio, Texas, United States of America"
Habanero Hundred,"Aug 23, 2025","Cat Spring, TX (USA)",50k 100k 100mi,29.8433298,-96.3254772,"Cat Spring, Austin County, TX 78933, United States of America"
A Race for the Ages,"Aug 28, 2025","Manchester, TN (USA)",Backyard,35.4832001,-86.0887296,"Manchester, Coffee County, TN 37355, United States of America"
Zombie Backyard Ultra,"Aug 30, 2025","Pelham, AL (USA)",Backyard,33.285669,-86.8099884,"Pelham, AL 35124, United States of America"
"Death by 5k Brandon, MS","Aug 30, 2025","Brandon, MS (USA)",50k,32.2731475,-89.9868058,"Brandon, MS 39042, United States of America"
Leaky Hourglass Ultra,"Aug 30, 2025","Half Way, MO (USA)",Backyard,37.6164284,-93.2529694,"Half Way Church, MO 32, Halfway, Polk County, MO 65663, United States of America"
J&J Race and Trail Running Reunion,"Aug 30, 2025","Rocksprings, TX (USA)",30mi 50mi,30.0166866,-100.208556,"Rocksprings, Texas, United States of America"
Six-O Trail Run,"Aug 31, 2025","Cleburne, TX (USA)",50k,32.3474463,-97.3865494,"Cleburne, Texas, United States of America"
Do-Wacka-Do Trail Run,"Sep 6, 2025","Erick, OK (USA)",50mi,35.212709,-99.8690567,"Erick, Oklahoma, United States of America"
DoWackaDo Trail Runs,"Sep 6, 2025","Erick, OK (USA)",30mi 40mi 50mi,35.212709,-99.8690567,"Erick, Oklahoma, United States of America"
Oli Kai,"Sep 6, 2025","Chattanooga, TN (USA)",6h 9h,35.0457219,-85.3094883,"Chattanooga, Tennessee, United States of America"
Rebecca Mountain,"Sep 6, 2025","Sylacauga, AL (USA)",50mi,33.170482,-86.2514099,"Sylacauga, Alabama, United States of America"
Freedom Run,"Sep 13, 2025","Lake Ozark, MO (USA)",44mi,38.1798796,-92.6226454,"Lake Ozark, Missouri, United States of America"
Trash Panda,"Sep 13, 2025","Chattanooga, TN (USA)",50k,35.0457219,-85.3094883,"Chattanooga, Tennessee, United States of America"
Rockin' Rockwoods Trail Race,"Sep 13, 2025","Wildwood, MO (USA)",53k,38.5806948,-90.6314374,"Wildwood, Missouri, United States of America"
Liberty's Lost Treasure,"Sep 20, 2025","Guthrie,, OK (USA)",50k,35.8789231,-97.4252772,"Guthrie, Oklahoma, United States of America"
Desert Wolf,"Sep 20, 2025","Johnson City, TX (USA)",50k 100k,30.2773819,-98.4090218,"Johnson City, Texas, United States of America"
Death by 5k Tulsa,"Sep 20, 2025","Tulsa, OK (USA)",50k,36.1563122,-95.9927516,"Tulsa, Oklahoma, United States of America"
Paris Pair,"Sep 20, 2025","Paris, TX (USA)",50k 100k,33.6617962,-95.555513,"Paris, Texas, United States of America"
The Barkley Fall Classic,"Sep 20, 2025","Wartburg, TN (USA)",50k,36.1048089,-84.5973031,"Wartburg, Tennessee, United States of America"
The Dirt Circuit,"Sep 20, 2025","Morristown, TN (USA)",6h 12h 24h,36.2139814,-83.2948923,"Morristown, Tennessee, United States of America"
KROP - Kaizen Rite of Passage,"Sep 27, 2025","Tahlequah, OK (USA)",50k,35.91537,-94.969956,"Tahlequah, Oklahoma, United States of America"
Conquer the Canyon Trail Race,"Sep 27, 2025","Claude, TX (USA)",50k 50mi,35.1081103,-101.362741,"Claude, Texas, United States of America"
Hot Rod 24 Hour Ultra,"Sep 27, 2025","Bowling Green, KY (USA)",12h 24h,36.9903199,-86.4436018,"Bowling Green, Kentucky, United States of America"
The Ivy Trek Ultra,"Sep 27, 2025","Quitman, MS (USA)",50k,34.1920186,-90.2946542,"Quitman County, Mississippi, United States of America"
Piney Woods Ultra,"Sep 27, 2025","Tyler, TX (USA)",50k,32.3512601,-95.3010624,"Tyler, Texas, United States of America"
Sky Island Race,"Sep 27, 2025","Fort Davis, TX (USA)",50k,30.5891645,-103.894959,"Fort Davis, Texas, United States of America"
More Cowbell Bro,"Oct 4, 2025","Shreveport, LA (USA)",Backyard,32.5135356,-93.7477839,"Shreveport, Louisiana, United States of America"
Trails by Moonlight: Hunter's Moon,"Oct 4, 2025","Lago Vista, TX (USA)",Backyard,30.4601975,-97.9883477,"Lago Vista, Texas, United States of America"
El Diablo Hundo,"Oct 4, 2025","Doyline, LA (USA)",100k 100mi,32.5357073,-93.4110049,"Doyline, Webster Parish, Louisiana, United States of America"
South Texas Ultra,"Oct 4, 2025","Leakey, TX (USA)",50k,29.726525,-99.7624496,"Leakey, Real County, TX 78873, United States of America"
Lake Yahou 50k,"Oct 4, 2025","Anniston, AL (USA)",50k,33.6624824,-85.8283224,"Anniston, Alabama, United States of America"
Dana Peak Trail Run,"Oct 4, 2025","Harker Heights, TX (USA)",50k 100k,31.0746347,-97.6590473,"Harker Heights, Texas, United States of America"
Little Dog's Backyard Ultra,"Oct 4, 2025","Bell Buckle, TN (USA)",Backyard,35.5917382,-86.3541598,"Bell Buckle, Tennessee, United States of America"
Arkansas Traveller,"Oct 4, 2025","Perryville, AR (USA)",100mi,35.0048102,-92.8026673,"Perryville, Perry County, Arkansas, United States of America"
Rock Bridge Revenge,"Oct 11, 2025","Columbia, MO (USA)",50k,38.951883,-92.3337366,"Columbia, Missouri, United States of America"
The Mammoth at High Hope Rance,"Oct 11, 2025","Glen Rose, TX (USA)",50k 100k,32.2340767,-97.7550003,"Glen Rose, Somervell County, TX 76043, United States of America"
Caveman Challenge at Waterloo Lake,"Oct 11, 2025","Denison, TX (USA)",50k,33.7556593,-96.536658,"Denison, Texas, United States of America"
Love Never Ends Trail Run,"Oct 11, 2025","Atoka, OK (USA)",50k 50mi,34.3284948,-96.017838,"Atoka County, Oklahoma, United States of America"
Long Hunter Trail Runs,"Oct 11, 2025","Hermitage, TN (USA)",50k,36.1961664,-86.6224959,"Nashville, TN 37076, United States of America"
DeClue Loops Trail Race,"Oct 11, 2025","Wildwood, MO (USA)",50k,38.5806948,-90.6314374,"Wildwood, Missouri, United States of America"
Big's Backyard Ultra,"Oct 18, 2025","Bell Buckle, TN (USA)",Backyard,35.5917382,-86.3541598,"Bell Buckle, Tennessee, United States of America"
Palo Duro Trail Run,"Oct 18, 2025","Amarillo, TX (USA)",50k 50mi,35.20729,-101.8371192,"Amarillo, Texas, United States of America"
Inks Lake Trail Run/Ruck,"Oct 18, 2025","Burnet, TX (USA)",50k,30.7763939,-98.1700016,"Burnet County, Texas, United States of America"
Lion King Backyard Ultra,"Oct 18, 2025","Rolla, MO (USA)",Backyard,37.9509324,-91.7708076,"Rolla, Missouri, United States of America"
Death by 5k Tyler,"Oct 18, 2025","Tyler, TX (USA)",50k,32.3512601,-95.3010624,"Tyler, Texas, United States of America"
Cotton Pickin 50K,"Oct 18, 2025","Mercer, TN (USA)",50k,35.479245,-89.042286,"Mercer, Madison County, TN 38392, United States of America"
Clear Creek Ultra,"Oct 18, 2025","Crystal Springs, MS (USA)",10h,31.9871757,-90.356182,"Crystal Springs, MS 39059, United States of America"
Minnie Ha Ha 6 & 12 Hour Run,"Oct 18, 2025","St. Louis, MO (USA)",6h 12h,38.6280278,-90.1910154,"St. Louis, Missouri, United States of America"
The New Orleans Ultramarathon,"Oct 18, 2025","New Orleans, LA (USA)",50k 50mi,29.9759983,-90.0782127,"New Orleans, Louisiana, United States of America"
Oktoberfest Trail Run Festival,"Oct 18, 2025","Farmersville, TX (USA)",50k,33.1632162,-96.3603548,"Farmersville, Texas, United States of America"
Walking Tall 50/25K,"Oct 18, 2025","Pocahontas, TN (USA)",50k,35.0525874,-88.8036667,"Pocahontas, Hardeman County, TN 38061, United States of America"
